iter	Logloss
324	0.05275626397
325	0.05256041436
326	0.05229534046
327	0.0520587763
328	0.05196070245
329	0.05168972602
330	0.05146030104
331	0.05129386165
332	0.05105349238
333	0.0508356879
334	0.05064123732
335	0.05047799571
336	0.05033749329
337	0.05019242082
338	0.04998829839
339	0.04974521247
340	0.04958568455
341	0.04940932958
342	0.04925765459
343	0.04903552242
344	0.04880243505
345	0.04865806437
346	0.04844258867
347	0.04827193432
348	0.04806330626
349	0.04784010697
350	0.04760919745
351	0.04740814876
352	0.04723396893
353	0.04710452371
354	0.04690641207
355	0.04665854864
356	0.04642494445
357	0.04627047439
358	0.04607315365
359	0.04589472505
360	0.04574040723
361	0.0455838457
362	0.04538536481
363	0.04523891964
364	0.04515288182
365	0.04496793856
366	0.04471744869
367	0.04457070378
368	0.0444393335
369	0.04434018916
370	0.04416644862
371	0.04400149739
372	0.04381840011
373	0.04374820711
374	0.04359335463
375	0.0434635627
376	0.04335331353
377	0.04321507248
378	0.0431267239
379	0.04299909179
380	0.0428699219
381	0.04273867621
382	0.04261499038
383	0.04246600914
384	0.04231247896
385	0.04214904721
386	0.04202626946
387	0.04182274517
388	0.04171285025
389	0.04155435801
390	0.04139997632
391	0.04128699793
392	0.04114779304
393	0.04102495469
394	0.04089830184
395	0.04074898185
396	0.04060209152
397	0.04049866795
398	0.04037446368
399	0.04021434667
400	0.04006248614
401	0.03994885472
402	0.03982514017
403	0.03970786028
404	0.03956263525
405	0.03946845602
406	0.03930771792
407	0.0391902097
408	0.03908726002
409	0.03898657529
410	0.0388771589
411	0.03875391708
412	0.03860190422
413	0.03847268347
414	0.03833374084
415	0.03816133446
416	0.03805133969
417	0.03797773097
418	0.03784880249
419	0.03768626042
420	0.03756610665
421	0.03748218343
422	0.03734950783
423	0.03722355744
424	0.03711388856
425	0.03692951205
426	0.03680807025
427	0.03671721669
428	0.03662692341
429	0.03652843244
430	0.03638009729
431	0.03620806234
432	0.03613303114
433	0.03603087665
434	0.03593359756
435	0.03582407021
436	0.03575017435
437	0.03563625765
438	0.03545416885
439	0.03537039135
440	0.0352428926
441	0.03515928633
442	0.03506203439
443	0.03495117605
444	0.03485137633
445	0.03470446666
446	0.03459924349
447	0.0344731334
448	0.03437724569
449	0.0342624703
450	0.03413975137
451	0.03403865864
452	0.0339582426
453	0.03384675508
454	0.03374265466
455	0.03366310184
456	0.03358107986
457	0.03351415919
458	0.03342245723
459	0.03329507554
460	0.03321214361
461	0.03314632244
462	0.03305995024
463	0.03292753603
464	0.03280412555
465	0.03273526163
466	0.03263827048
467	0.03248848678
468	0.03239926401
469	0.03227847116
470	0.03217433102
471	0.03209852449
472	0.03200754324
473	0.03190954671
474	0.03185047348
475	0.0317742222
476	0.03170139754
477	0.03161933833
478	0.03154864164
479	0.0314819361
480	0.03138504114
481	0.03127490578
482	0.03118209406
483	0.03110831452
484	0.03101853864
485	0.03091277309
486	0.03079735845
487	0.03072008895
488	0.03066438162
489	0.03059035309
490	0.03053312614
491	0.03047006701
492	0.03034577702
493	0.03026788043
494	0.03017968643
495	0.03007202427
496	0.02996643752
497	0.02988830064
498	0.02978125449
499	0.02969383078
500	0.02961366104
501	0.02951071767
502	0.02943799703
503	0.02935894236
504	0.02927766236
505	0.02919496521
506	0.02912597075
507	0.02905350625
508	0.02897627552
509	0.02887413037
510	0.02880268719
511	0.02873119395
512	0.0286286326
513	0.02859348324
514	0.02850632966
515	0.02842180751
516	0.02836064135
517	0.02830170503
518	0.02825857534
519	0.0281740207
520	0.02812470227
521	0.02803789762
522	0.0279694266
523	0.02790063372
524	0.02781117116
525	0.02773885536
526	0.02768681036
527	0.02758068163
528	0.02751365975
529	0.0274628201
530	0.02738473117
531	0.02732524205
532	0.02723950244
533	0.02717278581
534	0.02710800017
535	0.02702738248
536	0.02695428779
537	0.02691674334
538	0.02683194706
539	0.02676668592
540	0.02670333176
541	0.02662340732
542	0.02654241233
543	0.02648870624
544	0.02639748275
545	0.0263534595
546	0.02632784589
547	0.02628880305
548	0.0262552037
549	0.02617207852
550	0.0261306752
551	0.02604585141
552	0.02600036062
553	0.02594321972
554	0.02587092431
555	0.02582826545
556	0.02577208244
557	0.02568890754
558	0.02563187697
559	0.02557273336
560	0.02552483115
561	0.02548632621
562	0.02542015082
563	0.02536991947
564	0.02530717806
565	0.02523459944
566	0.02518436089
567	0.02511352659
568	0.02504450417
569	0.02494848662
570	0.02489677894
571	0.02484833416
572	0.02477351479
573	0.0247169774
574	0.02464891822
575	0.02458209174
576	0.0245212227
577	0.02446419117
578	0.02441291754
579	0.02437173462
580	0.02433179276
581	0.02426971786
582	0.02420519155
583	0.02416962875
584	0.0241104245
585	0.02406372368
586	0.02401955
587	0.02395180477
588	0.02387254559
589	0.02381444952
590	0.02372941692
591	0.02367149708
592	0.02362220464
593	0.02351478278
594	0.02345743593
595	0.02342238686
596	0.02338189111
597	0.02333931807
598	0.02327694786
599	0.02320404553
600	0.02315355365
601	0.02310504101
602	0.02304683018
603	0.02299912059
604	0.02297390306
605	0.02291639873
606	0.02284757326
607	0.02279469182
608	0.02274684918
609	0.02267707101
610	0.02258549501
611	0.02250344943
612	0.02247031865
613	0.02243054288
614	0.02237178068
615	0.02230778512
616	0.02225268981
617	0.02219320376
618	0.02215237195
619	0.02208261841
620	0.02206209637
621	0.02201097694
622	0.02197829789
623	0.02192243806
624	0.0218847343
625	0.02181922472
626	0.02178020458
627	0.02173792065
628	0.02169389816
629	0.02164294384
630	0.0215699029
631	0.0215200709
632	0.02146315976
633	0.02140704239
634	0.02135955212
635	0.02132955718
636	0.0212889664
637	0.02123334862
638	0.02119328431
639	0.02114563146
640	0.02107020611
641	0.02101082945
642	0.02098917497
643	0.02096089622
644	0.02094158749
645	0.02090552149
646	0.02085580308
647	0.02082663121
648	0.02075665248
649	0.02070363423
650	0.02067493188
651	0.02062206489
652	0.02056679614
653	0.02051652643
654	0.02047600167
655	0.02044636835
656	0.02040420575
657	0.02035725726
658	0.02030491339
659	0.02026068942
660	0.02022405356
661	0.02015883524
662	0.02009366228
663	0.02002811832
664	0.01997381017
665	0.01993100551
666	0.01988208447
667	0.01985679563
668	0.01982906973
669	0.01980170285
670	0.01975963764
671	0.01969283247
672	0.01964895055
673	0.01959912425
674	0.01956885534
675	0.01954001349
676	0.01950093372
677	0.01945136696
678	0.01942170182
679	0.01937843016
680	0.01934795046
681	0.01930095903
682	0.0192395257
683	0.01921194204
684	0.01915875636
685	0.01910596648
686	0.01903058972
687	0.01898954274
688	0.01894992401
689	0.01890563377
690	0.01885333863
691	0.01881736102
692	0.01877726088
693	0.0187258143
694	0.0186849307
695	0.01863629584
696	0.01858817702
697	0.01854033552
698	0.01850089842
699	0.01847427515
700	0.0184491527
701	0.01839679938
702	0.01837148402
703	0.01834320834
704	0.01829603206
705	0.01826810445
706	0.0182439643
707	0.01822344737
708	0.0181914488
709	0.0181505573
710	0.01811570747
711	0.01806477857
712	0.0180404214
713	0.01800726439
714	0.01797436611
715	0.01794595582
716	0.01789570971
717	0.01785732643
718	0.01782714609
719	0.01778118356
720	0.01775427424
721	0.01772745658
722	0.01769225023
723	0.01764998885
724	0.01761206641
725	0.01756356576
726	0.01755453063
727	0.01751087977
728	0.01746187604
729	0.01741857427
730	0.01737767351
731	0.01734349758
732	0.01729071611
733	0.01725367462
734	0.01722523491
735	0.01720353901
736	0.01717691204
737	0.01714215473
738	0.01711771233
739	0.01709345775
740	0.0170529398
741	0.0170292198
742	0.01699677536
743	0.01696441103
744	0.01693592955
745	0.01690741189
746	0.01686701165
747	0.01684787013
748	0.0168204938
749	0.01677738905
750	0.01675606482
751	0.01670559406
752	0.01667929401
753	0.01665213801
754	0.01661677699
755	0.01659195441
756	0.01654672225
757	0.01648380565
758	0.01644630923
759	0.01640496644
760	0.01637191187
761	0.01634134849
762	0.01631209766
763	0.01628259136
764	0.01625866911
765	0.016230838
766	0.01620540025
767	0.01616435
768	0.01615074729
769	0.01612689559
770	0.01609775964
771	0.01607962254
772	0.0160432709
773	0.01599119593
774	0.01596137598
775	0.01592247147
776	0.01588985047
777	0.01586067311
778	0.01581676274
779	0.01579529631
780	0.01576631026
781	0.01573604282
782	0.01571812763
783	0.01571172816
784	0.01566545484
785	0.01562793481
786	0.01561306386
787	0.01558315009
788	0.01554620244
789	0.01551893632
790	0.01549067799
791	0.01547159789
792	0.01544366904
793	0.01541833154
794	0.01538543118
795	0.015367406
796	0.01535481006
797	0.01533211668
798	0.0153076906
799	0.0152761649
800	0.01525555981
801	0.01522137835
802	0.01519880204
803	0.0151720999
804	0.01514221456
805	0.0151140593
806	0.01508165712
807	0.01506391005
808	0.01504647842
809	0.01501430905
810	0.01497729588
811	0.01495166196
812	0.01492490261
813	0.01490893654
814	0.01488244984
815	0.01484833226
816	0.0148026569
817	0.01477082389
818	0.01472949988
819	0.01471812876
820	0.01471049998
821	0.01470574062
822	0.01467802538
823	0.0146407804
824	0.01459907992
825	0.01457967403
826	0.01456603484
827	0.01453466861
828	0.0145036021
829	0.01448227887
830	0.01444330985
831	0.01440925468
832	0.0143859505
833	0.01435985072
834	0.01432217393
835	0.01430517193
836	0.01429132121
837	0.01427907763
838	0.01425291683
839	0.01422161242
840	0.01418184699
841	0.01417815236
842	0.01414900875
843	0.01412609259
844	0.01410387186
845	0.01408237304
846	0.01405034553
847	0.0140117508
848	0.01399575516
849	0.01396305656
850	0.01392808597
851	0.0139000698
852	0.01388136122
853	0.01387168513
854	0.01384361164
855	0.01383377077
856	0.01380773971
857	0.01376763268
858	0.0137369697
859	0.01371615903
860	0.01368669425
861	0.01367935785
862	0.01365240835
863	0.01364258011
864	0.01363303742
865	0.0136023443
866	0.01357661
867	0.01355051291
868	0.01351871378
869	0.0135035759
870	0.01348154485
871	0.01346292217
872	0.01344403632
873	0.0134309695
874	0.01340509601
875	0.01339248925
876	0.01336691123
877	0.01334512894
878	0.01333039923
879	0.01330067459
880	0.01328540767
881	0.01325115182
882	0.01322808176
883	0.0132098857
884	0.0131777115
885	0.01316010778
886	0.01314927894
887	0.01312822932
888	0.0131029197
889	0.01308390819
890	0.0130715393
891	0.01306801953
892	0.01303051872
893	0.01301000339
894	0.01299007905
895	0.01297776784
896	0.01296127817
897	0.01293955516
898	0.01290842447
899	0.01288400891
900	0.01286250387
901	0.01285869016
902	0.01283001406
903	0.01280740181
904	0.01278911882
905	0.01276430569
906	0.01274983427
907	0.01272411587
908	0.0127113801
909	0.01268120785
910	0.01265258481
911	0.01263159776
912	0.01260852251
913	0.01260708684
914	0.01257833228
915	0.01255199182
916	0.01253191734
917	0.01250295655
918	0.01248078619
919	0.01246910999
920	0.01245207336
921	0.0124207044
922	0.01239962517
923	0.01237455372
924	0.0123582554
925	0.0123351446
926	0.01232642015
927	0.01230482841
928	0.01228278937
929	0.01225596816
930	0.01224042996
931	0.01221582119
932	0.01219148987
933	0.0121780417
934	0.01216766481
935	0.01213608907
936	0.01212584624
937	0.01211035504
938	0.01209942115
939	0.0120850415
940	0.01207234818
941	0.01206256401
942	0.01205910441
943	0.01203544067
944	0.01201663933
945	0.01198681632
946	0.01196300637
947	0.01194163768
948	0.01191997975
949	0.01189582215
950	0.01187682407
951	0.01185450113
952	0.0118366208
953	0.0118207895
954	0.01180408945
955	0.01179273127
956	0.01176525641
957	0.01173800248
958	0.01172046793
959	0.01169843004
960	0.01168413156
961	0.01167053414
962	0.01164946769
963	0.01162631739
964	0.01160434368
965	0.01158492828
966	0.0115627874
967	0.01153795187
968	0.01151666465
969	0.01149656586
970	0.0114920119
971	0.01146833388
972	0.01145195219
973	0.01145037311
974	0.01143355278
975	0.01140673776
976	0.01138182168
977	0.01136921193
978	0.01134418371
979	0.01133449625
980	0.01131458184
981	0.01130659885
982	0.011290701
983	0.01128600953
984	0.0112708639
985	0.01124256019
986	0.01121193018
987	0.01118747961
988	0.0111632983
989	0.01114791117
990	0.0111219947
991	0.01109907271
992	0.01107500241
993	0.01103710409
994	0.01101328386
995	0.01099899621
996	0.01097477458
997	0.0109578556
998	0.01094483073
999	0.01092199256
